ChicoCamus,135.0,66.0,68,14.0,5.0,0,0
ChrisHoldsworth,135.0,71.0,74,6.0,0.0,0,0
RoryMacDonald,170.0,72.0,77.0,15.0,2.0,0,0
DemianMaia,170.0,72.0,72.0,18.0,5.0,0,0
PatrickCummins,205.0,74.0,69,6.0,1.0,0,0
KyleKingsbury,205.0,76.0,79.0,11.0,6.0,0,0
ChrisGruetzemacher,155.0,68.0,69.0,13.0,1.0,0,0
AbnerLloveras,155.0,71.0,71.0,19.0,8.0,0,0
RandyBrown,170.0,74.0,74,8.0,1.0,0,0
ErickMontano,0.0,65,75,8.0,5.0,0,0
SeanStrickland,185.0,73.0,68,16.0,1.0,0,0
IgorAraujo,170.0,73.0,70,25.0,8.0,0,0
AntonioSilva,264.0,76.0,82.0,18.0,6.0,0,0
FrankMir,264.0,75.0,79.0,16.0,9.0,0,0
TJDillashaw,135.0,66.0,68.0,9.0,2.0,0,0
RenanBarao,135.0,66.0,70.0,32.0,1.0,0,0
CodyGibson,135.0,70.0,75,12.0,5.0,0,0
DouglasSilvadeAndrade,145.0,67.0,70,22.0,1.0,0,0
GilbertMelendez,155.0,69.0,71.0,22.0,5.0,0,0
EddieAlvarez,155.0,68.0,75,26.0,4.0,0,0
TimGorman,135.0,64.0,75,8.0,2.0,0,0
MitchGagnon,135.0,65.0,73,10.0,2.0,0,0
JamieAlvarez,125.0,68.0,67,6.0,1.0,0,0
MartinDay,125.0,69.0,73,5.0,1.0,0,0
AlexisDavis,135.0,66.0,68,17.0,6.0,0,0
SarahKaufman,135.0,65.0,66.0,17.0,3.0,0,0
WalterHarris,255.0,76.0,72,4.0,2.0,0,0
JaredRosholt,259.0,74.0,71,9.0,1.0,0,0
NamPhan,135.0,66.0,70.0,18.0,12.0,0,0
TakeyaMizugaki,135.0,67.0,70.0,19.0,7.0,0,0
BrendanO'Reilly,170.0,69.0,68,6.0,2.0,0,0
AlanJouban,170.0,72.0,73,13.0,4.0,0,0
JakeMatthews,155.0,71.0,72,5.0,0.0,0,0
DashonJohnson,155.0,69.0,74,9.0,1.0,0,0
ChrisKelades,125.0,67.0,68,8.0,1.0,0,0
PatrickHolohan,125.0,70.0,76,10.0,1.0,0,0
ErikPerez,135.0,68.0,76,17.0,6.0,0,0
FelipeArantes,145.0,68.0,68,18.0,8.0,0,0
PedroMunhoz,135.0,66.0,74,12.0,1.0,0,0
JerrodSanders,155.0,68.0,74,14.0,3.0,0,0
LeandroIssa,135.0,67.0,68,11.0,4.0,0,0
RussellDoane,135.0,67.0,70,13.0,3.0,0,0
AlexWhite,145.0,72.0,75,11.0,3.0,0,0
TonyMartin,155.0,73.0,69,11.0,3.0,0,0
OlivierAubin-Mercier,170.0,69.0,68,7.0,1.0,0,0
DavidMichaud,170.0,69.0,71,8.0,2.0,0,0
TimMeans,170.0,74.0,75.0,21.0,6.0,0,0
HernaniPerpetuo,170.0,72.0,69,17.0,5.0,0,0
HectorLombard,170.0,69.0,71.0,34.0,5.0,0,0
NeilMagny,170.0,75.0,67,18.0,5.0,0,0
MarcoPoloReyes,155.0,71.0,69,8.0,3.0,0,0
JasonNovelli,170.0,72.0,68,11.0,3.0,0,0
MarionReneau,135.0,66.0,74,7.0,1.0,0,0
AlexisDufresne,135.0,69.0,69,5.0,4.0,0,0
NateMarquardt,185.0,72.0,74.0,32.0,13.0,0,0
JamesTe-Huna,205.0,74.0,75.0,16.0,7.0,0,0
YosdenisCedeno,155.0,68.0,71,10.0,4.0,0,0
ChadLaprise,170.0,70.0,73,9.0,0.0,0,0
ShaneCampbell,155.0,72.0,71.0,12.0,3.0,0,0
EliasSilverio,155.0,71.0,69,11.0,2.0,0,0
JuliannaPena,135.0,66.0,70,5.0,2.0,0,0
JessicaRakoczy,135.0,67.0,74,1.0,4.0,0,0
HollyHolm,135.0,0.0,72,9.0,0.0,0,0
MarionReneau,135.0,66.0,67,6.0,2.0,0,0
RandyBrown,170.0,74.0,69,7.0,0.0,0,0
MattDwyer,170.0,76.0,77,8.0,4.0,0,0
AntonioCarlosJr.,218.0,74.0,68,6.0,2.0,0,0
DanKelly,185.0,73.0,71,11.0,1.0,0,0
SageNorthcutt,155.0,72.0,73,7.0,1.0,0,0
BryanBarberena,155.0,72.0,72,11.0,3.0,0,0
KyojiHoriguchi,125.0,65.0,67,15.0,1.0,0,0
LouisGaudinot,125.0,63.0,73,6.0,4.0,0,0
JasonKnight,145.0,72.0,73,16.0,2.0,0,0
TatsuyaKawajiri,145.0,66.0,74,35.0,9.0,0,0
ClintHester,185.0,74.0,72,9.0,3.0,0,0
DylanAndrews,185.0,73.0,72,17.0,5.0,0,0
JoshStansbury,205.0,74.0,74,8.0,4.0,0,0
DevinClark,205.0,72.0,69,7.0,1.0,0,0
DannyHenry,145.0,71.0,69,11.0,2.0,0,0
DanielTeymur,155.0,65.0,67.0,6.0,1.0,0,0
YairRodriguez,145.0,71.0,68,11.0,1.0,0,0
BJPenn,170.0,69.0,70.0,16.0,11.0,0,0
AlexisDavis,135.0,66.0,68,16.0,5.0,0,0
JessicaEye,135.0,66.0,73,10.0,2.0,0,0
JessicaAndrade,135.0,62.0,70,13.0,4.0,0,0
SarahMoras,135.0,67.0,70,4.0,3.0,0,0
WillChope,145.0,76.0,76,19.0,6.0,0,0
MaxHolloway,145.0,71.0,70.0,8.0,3.0,0,0
DanielCormier,205.0,71.0,71.0,13.0,0.0,0,0
WanderleiSilva,205.0,71.0,74.0,35.0,12.0,0,0
AlexeyOleinik,228.0,72.0,69,50.0,9.0,0,0
JaredRosholt,259.0,74.0,73,11.0,2.0,0,0
GeraldMeerschaert,185.0,73.0,76,26.0,8.0,0,0
RyanJanes,185.0,74.0,76,9.0,2.0,0,0
KatsunoriKikuno,155.0,67.0,75,22.0,6.0,0,0
TonyFerguson,155.0,71.0,76.0,15.0,3.0,0,0
RichardWalsh,170.0,72.0,74,9.0,5.0,0,0
ViscardiAndrade,170.0,71.0,72,19.0,7.0,0,0
ScottJorgensen,125.0,64.0,66.0,15.0,11.0,0,0
ManvelGamburyan,145.0,65.0,67.0,18.0,9.0,0,0
AlexeyOleinik,228.0,72.0,74,51.0,10.0,0,0
ViktorPesta,242.0,76.0,77,10.0,4.0,0,0
AnthonyNjokuani,155.0,72.0,76.0,16.0,8.0,0,0
VincPichel,155.0,70.0,71,9.0,1.0,0,0
MarcinHeld,155.0,69.0,73,22.0,6.0,0,0
DiegoSanchez,155.0,70.0,72.0,29.0,9.0,0,0
ShaynaBaszler,135.0,67.0,68,15.0,8.0,0,0
SarahKaufman,135.0,65.0,66.0,16.0,2.0,0,0
EnriqueBarzola,155.0,67.0,68,13.0,3.0,0,0
ChrisAvila,145.0,67.0,74,5.0,4.0,0,0
FelipeOlivieri,0.0,63,68,14.0,5.0,0,0
TonyMartin,155.0,73.0,75,10.0,3.0,0,0
HenryBriones,135.0,68.0,77,19.0,6.0,0,0
DouglasSilvadeAndrade,145.0,67.0,68,24.0,1.0,0,0
ThiagoTavares,145.0,67.0,70.0,24.0,7.0,0,0
DooHoChoi,145.0,69.0,70,14.0,1.0,0,0
EliasTheodorou,185.0,73.0,77,8.0,0.0,0,0
SheldonWestcott,185.0,73.0,75,8.0,1.0,0,0
MarkEddiva,145.0,68.0,72,6.0,3.0,0,0
DanielHooker,145.0,72.0,68,14.0,6.0,0,0
PaulCraig,205.0,66,68,9.0,2.0,0,0
KhalilRountree,205.0,73.0,77,7.0,2.0,0,0
RaquelPennington,135.0,67.0,77,4.0,3.0,0,0
RoxanneModafferi,135.0,66.0,70,15.0,11.0,0,0
JingliangLi,170.0,72.0,71,11.0,4.0,0,0
AntonZafir,170.0,71.0,74,7.0,3.0,0,0
AnthonyWaldburger,170.0,71.0,75.0,16.0,8.0,0,0
MikePyle,170.0,73.0,74.0,25.0,9.0,0,0
BenNguyen,125.0,65.0,65.0,17.0,6.0,0,0
TimothyElliott,125.0,67.0,71,15.0,8.0,0,0
AntonioCarlosJr.,218.0,74.0,75,7.0,2.0,0,0
LeonardoGuimaraes,185.0,72.0,74,11.0,3.0,0,0
DaronCruickshank,155.0,68.0,72.0,15.0,5.0,0,0
JorgeMasvidal,155.0,71.0,73.0,27.0,8.0,0,0
DustinKimura,135.0,67.0,70,11.0,1.0,0,0
JonDelosReyes,135.0,66.0,76,7.0,3.0,0,0
DevinPowell,155.0,72.0,69,8.0,2.0,0,0
DrakkarKlose,155.0,68.0,69,7.0,0.0,0,0
JoeLauzon,155.0,70.0,70.0,24.0,9.0,0,0
MichaelChiesa,155.0,73.0,70,11.0,2.0,0,0
WilsonReis,135.0,64.0,77,22.0,7.0,0,0
DemetriousJohnson,125.0,63.0,66.0,26.0,2.0,0,0
NathanCoy,170.0,70.0,71,15.0,7.0,0,0
ZakCummings,170.0,72.0,74,21.0,5.0,0,0
RyanBader,205.0,74.0,74.0,16.0,4.0,0,0
AnthonyPerosh,205.0,75.0,75.0,14.0,8.0,0,0
JingliangLi,170.0,72.0,68,9.0,3.0,0,0
NordineTaleb,185.0,73.0,76,10.0,2.0,0,0
UriahHall,185.0,72.0,70,13.0,7.0,0,0
DerekBrunson,185.0,73.0,68,16.0,3.0,0,0
ChadLaprise,170.0,70.0,67,11.0,1.0,0,0
FranciscoTrinaldo,155.0,68.0,71.0,18.0,4.0,0,0
JohnMoraga,125.0,66.0,73,15.0,3.0,0,0
JustinScoggins,125.0,65.0,76,9.0,2.0,0,0
MitchClarke,155.0,70.0,73,11.0,2.0,0,0
AlIaquinta,155.0,69.0,70,8.0,3.0,0,0
AnthonySmith,185.0,76.0,77.0,26.0,12.0,0,0
ElvisMutapcic,205.0,73.0,78.0,15.0,5.0,0,0
MasioFullen,145.0,70.0,75,10.0,6.0,0,0
AlexCaceres,135.0,70.0,73.0,11.0,8.0,0,0
DemetriousJohnson,125.0,63.0,66.0,24.0,2.0,0,0
TimothyElliott,125.0,67.0,71,14.0,6.0,0,0
AugustoMontano,170.0,74.0,72,15.0,2.0,0,0
CathalPendred,185.0,73.0,67,17.0,4.0,0,0
IuriAlcantara,135.0,66.0,71.0,32.0,7.0,0,0
JimmieRivera,135.0,64.0,71,19.0,1.0,0,0
RenatoCarneiro,145.0,71.0,75,11.0,1.0,0,0
JeremyStephens,145.0,69.0,71.0,25.0,14.0,0,0
RinNakai,135.0,61.0,69,16.0,2.0,0,0
LeslieSmith,135.0,69.0,74,8.0,7.0,0,0
ChrisHoldsworth,135.0,71.0,73,5.0,0.0,0,0
DaveyGrant,135.0,68.0,71,8.0,2.0,0,0
BrendanO'Reilly,170.0,69.0,69,6.0,3.0,0,0
DongHyunKim,0.0,70,74,14.0,8.0,0,0
MarkHunt,265.0,70.0,74.0,13.0,11.0,0,0
DerrickLewis,246.0,75.0,68,18.0,5.0,0,0
JoshShockley,155.0,73.0,70,11.0,3.0,0,0
IvanJorge,155.0,69.0,77,25.0,4.0,0,0
GrayMaynard,155.0,68.0,70.0,13.0,7.0,0,0
RyanHall,155.0,70.0,71.0,6.0,1.0,0,0
MikedelaTorre,155.0,72.0,72,12.0,4.0,0,0
TiagodosSantoseSilva,155.0,69.0,70,19.0,4.0,0,0
KJNoons,155.0,70.0,70.0,12.0,7.0,0,0
SamStout,155.0,69.0,70.0,20.0,9.0,0,0
DanHenderson,205.0,73.0,74.0,31.0,14.0,0,0
VitorBelfort,205.0,72.0,74.0,25.0,11.0,0,0
NateDiaz,155.0,72.0,76.0,17.0,9.0,0,0
GrayMaynard,155.0,68.0,70.0,11.0,3.0,0,0
RobertWhittaker,170.0,72.0,75,11.0,4.0,0,0
StephenThompson,170.0,72.0,68,9.0,1.0,0,0
SamSicilia,145.0,68.0,69,13.0,4.0,0,0
AaronPhillips,145.0,69.0,75,5.0,1.0,0,0
MikedelaTorre,155.0,72.0,70,12.0,3.0,0,0
MarkBocek,155.0,68.0,75.0,11.0,5.0,0,0
RobFont,135.0,68.0,74,12.0,2.0,0,0
JohnLineker,125.0,62.0,67,27.0,7.0,0,0
CharlesOliveira,145.0,70.0,73.0,21.0,7.0,0,0
RicardoLamas,145.0,68.0,69.0,17.0,5.0,0,0
WarlleyAlves,185.0,71.0,69,11.0,1.0,0,0
BryanBarberena,155.0,72.0,70,12.0,3.0,0,0
GabrielChecco,185.0,73.0,72,10.0,2.0,0,0
CharlesByrd,185.0,70.0,73.0,7.0,4.0,0,0
GloverTeixeira,205.0,74.0,76.0,24.0,4.0,0,0
PatrickCummins,205.0,74.0,73,8.0,3.0,0,0
ChadLaprise,170.0,70.0,72,11.0,0.0,0,0
BryanBarberena,155.0,72.0,77,10.0,3.0,0,0
VikGrujic,185.0,71.0,67,7.0,3.0,0,0
ChrisIndich,170.0,70.0,76,5.0,3.0,0,0
DennisBermudez,145.0,66.0,66.0,14.0,3.0,0,0
ClayGuida,145.0,67.0,68.0,31.0,15.0,0,0
DustinOrtiz,125.0,65.0,75,14.0,4.0,0,0
JosephBenavidez,125.0,64.0,65.0,21.0,4.0,0,0
ValerieLetourneau,135.0,67.0,67,6.0,3.0,0,0
JessicaRakoczy,135.0,67.0,73,1.0,4.0,0,0
JackMarshman,185.0,72.0,72,22.0,6.0,0,0
RyanJanes,185.0,74.0,73,9.0,3.0,0,0
JosephBenavidez,125.0,64.0,65.0,24.0,4.0,0,0
HenryCejudo,125.0,64.0,76,10.0,1.0,0,0
RonaldoSouza,185.0,73.0,74.0,23.0,4.0,0,0
VitorBelfort,205.0,72.0,74.0,25.0,12.0,0,0
OlivierAubin-Mercier,170.0,69.0,68,8.0,2.0,0,0
CarlosDiegoFerreira,155.0,68.0,72,12.0,2.0,0,0
RafaelNatal,185.0,72.0,77.0,18.0,6.0,0,0
ChrisCamozzi,185.0,75.0,76.0,19.0,9.0,0,0
BobbyNash,170.0,72.0,67,8.0,3.0,0,0
DannyRoberts,170.0,72.0,75,14.0,2.0,0,0
FabricioWerdum,231.0,76.0,77.0,20.0,6.0,0,0
StipeMiocic,240.0,76.0,80.0,15.0,2.0,0,0
RustamKhabilov,155.0,68.0,73,17.0,2.0,0,0
AdrianoMartins,155.0,70.0,72,26.0,7.0,0,0
SamSicilia,145.0,68.0,76,15.0,5.0,0,0
YaotzinMeza,135.0,69.0,74,21.0,10.0,0,0
JulieKedzie,135.0,65.0,68,16.0,13.0,0,0
BetheCorreia,135.0,64.0,70,7.0,0.0,0,0
CharlesOliveira,145.0,70.0,73.0,20.0,5.0,0,0
MaxHolloway,145.0,71.0,70.0,14.0,3.0,0,0
JoshThomson,155.0,70.0,71.0,20.0,8.0,0,0
TonyFerguson,155.0,71.0,76.0,20.0,3.0,0,0
DerrickLewis,246.0,75.0,73,18.0,4.0,0,0
TravisBrowne,255.0,79.0,78.0,18.0,6.0,0,0
AlexNicholson,205.0,76.0,67,7.0,3.0,0,0
SamAlvey,185.0,74.0,67,30.0,8.0,0,0
LukeBarnatt,185.0,78.0,75,8.0,2.0,0,0
RogerNarvaez,205.0,75.0,70,7.0,1.0,0,0
EliasTheodorou,185.0,73.0,71,10.0,0.0,0,0
BrunoSantos,185.0,69.0,74,14.0,2.0,0,0
YanCabral,170.0,71.0,74,12.0,2.0,0,0
JohnnyCase,155.0,73.0,76,22.0,4.0,0,0
YancyMedeiros,155.0,70.0,72,12.0,4.0,0,0
FranciscoTrinaldo,155.0,68.0,71.0,20.0,4.0,0,0
AlexGarcia,170.0,69.0,70,11.0,1.0,0,0
AndreasStahl,170.0,0.0,70,9.0,0.0,0,0
ChrisWade,155.0,70.0,75,11.0,3.0,0,0
IslamMakhachev,155.0,70.0,76,13.0,1.0,0,0
