265.0,76.0,80.0,33.0,9.0,0,0,265.0,76.0,72,37.0,13.0,0,0,0.5,0.5
155.0,70.0,71.0,41.0,11.0,0,0,155.0,68.0,75,13.0,7.0,0,0,1.0,0.0
135.0,67.0,69,3.0,0.0,0,0,135.0,71.0,75,5.0,1.0,0,0,0.0,1.0
185.0,73.0,76.0,9.0,4.0,0,0,170.0,72.0,75,19.0,3.0,0,0,0.0,1.0
125.0,65.0,76,8.0,0.0,0,0,125.0,66.0,77,9.0,2.0,0,0,1.0,0.0
145.0,68.0,69,18.0,4.0,0,0,145.0,71.0,74,10.0,0.0,0,0,1.0,0.0
155.0,74.0,77,21.0,5.0,0,0,155.0,68.0,72.0,21.0,10.0,0,0,0.0,1.0
145.0,65.0,74,15.0,1.0,0,0,145.0,67.0,67.0,19.0,8.0,0,0,0.0,1.0
240.0,73.0,77.0,13.0,2.0,0,0,231.0,76.0,77.0,20.0,5.0,0,0,0.0,1.0
265.0,70.0,74.0,12.0,10.0,0,0,264.0,75.0,79.0,18.0,11.0,0,0,1.0,0.0
145.0,68.0,77,21.0,2.0,0,0,145.0,66.0,68,33.0,7.0,0,0,1.0,0.0
155.0,73.0,67,11.0,1.0,0,0,155.0,68.0,71.0,14.0,4.0,0,0,1.0,0.0
170.0,71.0,75.0,22.0,9.0,0,0,170.0,72.0,70.0,40.0,16.0,0,0,1.0,0.0
185.0,71.0,77,6.0,3.0,0,0,185.0,72.0,72,10.0,2.0,0,0,0.5,0.5
155.0,69.0,74,19.0,2.0,0,0,170.0,70.0,76,14.0,2.0,0,0,1.0,0.0
135.0,70.0,73,11.0,4.0,0,0,135.0,68.0,68.0,18.0,6.0,0,0,0.5,0.5
125.0,65.0,74,4.0,1.0,0,0,125.0,66.0,68,10.0,2.0,0,0,0.0,1.0
145.0,69.0,72,8.0,2.0,0,0,145.0,72.0,72,11.0,4.0,0,0,0.0,1.0
185.0,73.0,74,14.0,1.0,0,0,185.0,73.0,75,12.0,6.0,0,0,1.0,0.0
205.0,76.0,85.0,21.0,1.0,0,0,205.0,71.0,71.0,15.0,1.0,0,0,1.0,0.0
125.0,65.0,74,11.0,3.0,0,0,125.0,68.0,70,18.0,4.0,0,0,0.0,1.0
170.0,72.0,71,17.0,5.0,0,0,170.0,73.0,70,23.0,6.0,0,0,0.0,1.0
170.0,72.0,71,12.0,4.0,0,0,170.0,73.0,67,6.0,3.0,0,0,1.0,0.0
185.0,74.0,76.0,27.0,7.0,0,0,185.0,74.0,76.0,16.0,8.0,0,0,1.0,0.0
135.0,62.0,77,12.0,3.0,0,0,135.0,66.0,76,7.0,1.0,0,0,0.5,0.5
253.0,74.0,77,8.0,2.0,0,0,250.0,77.0,74,8.0,1.0,0,0,0.5,0.5
155.0,70.0,68,23.0,8.0,0,0,155.0,69.0,74,20.0,2.0,0,0,0.0,1.0
155.0,71.0,73,11.0,1.0,0,0,155.0,68.0,74,9.0,1.0,0,0,1.0,0.0
170.0,71.0,67,14.0,1.0,0,0,170.0,72.0,77,10.0,3.0,0,0,0.5,0.5
205.0,73.0,76.0,5.0,1.0,0,0,205.0,75.0,67,10.0,2.0,0,0,0.0,1.0
155.0,71.0,73,9.0,2.0,0,0,170.0,69.0,76,5.0,1.0,0,0,0.0,1.0
170.0,76.0,77,7.0,2.0,0,0,170.0,71.0,75,7.0,2.0,0,0,0.5,0.5
155.0,70.0,70.0,15.0,6.0,0,0,155.0,67.0,71.0,12.0,9.0,0,0,0.0,1.0
155.0,68.0,71,12.0,0.0,0,0,155.0,71.0,74.0,8.0,2.0,0,0,0.0,1.0
170.0,72.0,75,13.0,3.0,0,0,0.0,72,73,8.0,5.0,0,0,1.0,0.0
145.0,69.0,75,21.0,5.0,0,0,145.0,66.0,68.0,19.0,8.0,0,0,0.0,1.0
135.0,68.0,69,9.0,3.0,0,0,135.0,65.0,76,12.0,2.0,0,0,1.0,0.0
135.0,67.0,71,16.0,6.0,0,0,135.0,68.0,71,8.0,4.0,0,0,0.0,1.0
205.0,75.0,76,9.0,2.0,0,0,205.0,73.0,76.0,24.0,10.0,0,0,0.0,1.0
185.0,73.0,72,17.0,5.0,0,0,185.0,73.0,71,13.0,2.0,0,0,0.0,1.0
235.0,79.0,72,28.0,6.0,0,0,263.0,72.0,73.0,23.0,14.0,0,0,0.0,1.0
155.0,69.0,75,11.0,4.0,0,0,145.0,69.0,71,12.0,1.0,0,0,0.0,1.0
155.0,68.0,69.0,21.0,14.0,0,0,145.0,72.0,70,15.0,7.0,0,0,0.0,1.0
135.0,66.0,72,12.0,2.0,0,0,125.0,66.0,70,16.0,5.0,0,0,1.0,0.0
250.0,63,67,11.0,2.0,0,0,264.0,73.0,81.0,5.0,1.0,0,0,0.0,1.0
135.0,68.0,68.0,19.0,7.0,0,0,135.0,65.0,68.0,23.0,4.0,0,0,0.0,1.0
155.0,68.0,72.0,17.0,7.0,0,0,155.0,70.0,70.0,14.0,3.0,0,0,1.0,0.0
205.0,73.0,73,15.0,6.0,0,0,205.0,75.0,75.0,12.0,5.0,0,0,0.0,1.0
170.0,72.0,73,14.0,9.0,0,0,170.0,71.0,67,12.0,3.0,0,0,0.0,1.0
